feature,f_score,p_value
det_LT_entropy_log_8_coef,7.495486144546765,0.0063685693372979866
IMF_NSR_entropy,7.254025646165777,0.007271668573658101
tqwt_TKEO_std_dec_33,7.206344507077078,0.007464986500005921
tqwt_stdValue_dec_24,7.158322327005223,0.007665016139588513
tqwt_TKEO_mean_dec_24,7.088569892323592,0.00796539732487582
tqwt_TKEO_mean_dec_5,7.053140742832857,0.008122566392168054
mean_2nd_delta,6.882235450154429,0.008926652142713936
tqwt_TKEO_mean_dec_33,6.821558036781302,0.009231412706798977
PPE,6.780679415463178,0.009442738082588524
tqwt_TKEO_std_dec_5,6.760724051005817,0.009547697831993817
tqwt_TKEO_mean_dec_18,6.721562696199552,0.0097571744361824
tqwt_entropy_log_dec_24,6.581775068606663,0.010544229437708193
tqwt_entropy_log_dec_32,6.532410999923491,0.010837521277193412
tqwt_TKEO_std_dec_17,6.323102102213124,0.01217747458296485
tqwt_entropy_log_dec_21,6.2747829789320635,0.012510352699011927
tqwt_TKEO_std_dec_26,6.255928253061753,0.01264277615998372
tqwt_TKEO_mean_dec_31,6.20342256835196,0.013019208659417886
GNE_NSR_TKEO,6.182915703159992,0.01316935021239657
det_entropy_log_5_coef,6.011285074202326,0.01449814655238348
tqwt_minValue_dec_4,5.972880619534045,0.014813978862457442
tqwt_skewnessValue_dec_28,5.965791197158943,0.014873053568978565
det_entropy_log_4_coef,5.921348788304556,0.015248968157120757
tqwt_TKEO_std_dec_35,5.877071978614729,0.015633249286687006
tqwt_meanValue_dec_34,5.732800789996943,0.016956308444597137
det_LT_entropy_shannon_3_coef,5.720939528944077,0.017070112216686723
det_LT_entropy_log_10_coef,5.6150778890661455,0.018121498062252404
tqwt_TKEO_std_dec_1,5.5202439234951,0.01912029392942441
tqwt_maxValue_dec_32,5.434408302293045,0.020073511124638614
tqwt_minValue_dec_32,5.423446210247168,0.020198747353506276
mean_MFCC_6th_coef,5.40665362751369,0.020392167778234584
tqwt_maxValue_dec_29,5.233013331267866,0.022508642313710796
tqwt_maxValue_dec_4,5.2145532888338835,0.022746689878739356
det_LT_entropy_shannon_2_coef,5.062951282195519,0.024803476507910278
tqwt_minValue_dec_24,5.043985684033986,0.025074075657675866
tqwt_entropy_shannon_dec_23,5.042218520079157,0.02509944540852034
stdDevPeriodPulses,4.870435609718878,0.02769786210380976
tqwt_skewnessValue_dec_24,4.763139923806364,0.029461852998584524
tqwt_stdValue_dec_20,4.7317711901803055,0.029999438710549914
mean_1st_delta,4.697942208430038,0.030590690074074948
tqwt_TKEO_mean_dec_32,4.689360485790044,0.030742606791278576
tqwt_stdValue_dec_22,4.6683879978131495,0.031117198039233886
tqwt_minValue_dec_29,4.565064894710522,0.03303363726627269
tqwt_maxValue_dec_36,4.543891801123472,0.03344138763749084
tqwt_maxValue_dec_24,4.523805416151715,0.033833085140347344
tqwt_kurtosisValue_dec_5,4.488964775641937,0.03452394389954743
tqwt_energy_dec_20,4.462940633385419,0.035049618937009766
mean_MFCC_4th_coef,4.441801533600027,0.035482794778538974
tqwt_TKEO_std_dec_24,4.4335584783060495,0.035653227464262124
det_LT_entropy_log_9_coef,4.416179980982078,0.03601536406049838
tqwt_stdValue_dec_4,4.398609693200492,0.03638542348352688
tqwt_TKEO_std_dec_32,4.386056109641886,0.036652265900033516
tqwt_energy_dec_36,4.344285271639783,0.03755505052523537
tqwt_meanValue_dec_16,4.31609767847224,0.03817744077821983
tqwt_stdValue_dec_31,4.281700886378042,0.03895164995454883
mean_MFCC_12th_coef,4.247768337243569,0.039731601873035115
tqwt_entropy_shannon_dec_22,4.211479909926629,0.040583914861233465
tqwt_kurtosisValue_dec_13,4.177416712053885,0.04140148781107749
tqwt_skewnessValue_dec_29,4.080273330874897,0.04382983328752857
tqwt_energy_dec_31,4.077010844663947,0.043913949081919715
VFER_std,4.069947167332639,0.04409665411868417
tqwt_TKEO_mean_dec_26,4.055894444228731,0.04446252335116035
tqwt_minValue_dec_3,4.045455327981273,0.04473638403430663
det_entropy_log_6_coef,4.033171190520786,0.04506092953638719
tqwt_medianValue_dec_25,3.9396970476654376,0.047613481494001055
tqwt_energy_dec_29,3.9288078123721744,0.0479206323809695
det_entropy_log_2_coef,3.910151233374865,0.048451758247261945
tqwt_TKEO_std_dec_28,3.8730459489554847,0.04952669895906474
tqwt_TKEO_std_dec_23,3.802210959990075,0.051649559412892274
tqwt_minValue_dec_18,3.7811476195596456,0.052299258619866014
tqwt_maxValue_dec_18,3.7498812739174836,0.05327970890244225
Ed2_3_coef,3.6958859543020646,0.055019141120856374
tqwt_kurtosisValue_dec_8,3.6119193053524365,0.057845095465174114
tqwt_meanValue_dec_33,3.5358787172263284,0.06053786425685169
tqwt_skewnessValue_dec_27,3.5214396148439127,0.06106412052633472
tqwt_medianValue_dec_2,3.4889684049382503,0.06226550690560812
tqwt_stdValue_dec_29,3.4771866122085493,0.06270763498121805
tqwt_maxValue_dec_3,3.468648504023766,0.06303013468702189
tqwt_minValue_dec_36,3.4526346449933305,0.06363979640850431
mean_MFCC_8th_coef,3.4230608790972057,0.06478233065606745
b4,3.3705855539151224,0.06686400615473426
tqwt_TKEO_std_dec_31,3.323984791833672,0.06877276547442109
det_entropy_log_1_coef,3.314123187616095,0.06918413691588865
tqwt_TKEO_mean_dec_28,3.2603044790016007,0.07147618898718228
det_LT_TKEO_mean_3_coef,3.2466807397197,0.07206924882786898
tqwt_TKEO_mean_dec_36,3.2389002328973135,0.07241031588078412
tqwt_kurtosisValue_dec_6,3.205934878721705,0.07387476599245958
tqwt_meanValue_dec_11,3.130438395166896,0.077350148805707
det_LT_entropy_shannon_1_coef,3.1242120970101217,0.07764453457785829
det_LT_entropy_shannon_4_coef,3.1158696630418565,0.07804086969523852
tqwt_entropy_shannon_dec_27,3.067859818350989,0.0803646057187285
tqwt_skewnessValue_dec_6,3.0371927069410924,0.08188799481289162
tqwt_kurtosisValue_dec_30,3.018124250199274,0.08285095068294727
Ed_3_coef,2.9950051567348717,0.08403493655036309
b3,2.9927302030915155,0.08415242913831943
det_LT_TKEO_std_3_coef,2.747492840709435,0.09792890781834335
tqwt_medianValue_dec_9,2.7071017196824316,0.10042520480047222
tqwt_TKEO_std_dec_21,2.64599534438093,0.10433528089871398
Ed2_2_coef,2.6382482942324934,0.10484281518907396
tqwt_medianValue_dec_31,2.633504623648366,0.10515492652930869
det_LT_TKEO_std_1_coef,2.6289955241373923,0.10545255068452693
det_LT_TKEO_mean_1_coef,2.623319492223889,0.10582851517936474
tqwt_kurtosisValue_dec_24,2.612697433455727,0.10653605543810585
tqwt_kurtosisValue_dec_7,2.578105791648321,0.10887652862257637
tqwt_skewnessValue_dec_11,2.5629887314398774,0.1099170776669914
tqwt_kurtosisValue_dec_4,2.5503406345864983,0.11079610499015022
det_LT_TKEO_std_2_coef,2.542188874830793,0.1113667489660123
b1,2.534863213447988,0.11188233089782598
Ea,2.5080216893781935,0.11379408212403536
tqwt_TKEO_std_dec_2,2.488397172257715,0.1152146508731048
Ed_10_coef,2.486798478538741,0.11533123717375485
Ed2_1_coef,2.4795364629275634,0.11586247219957985
tqwt_TKEO_mean_dec_19,2.473582369781567,0.11630004971801823
det_TKEO_mean_9_coef,2.4662447077132343,0.11684182649675447
det_LT_TKEO_mean_2_coef,2.4657187123003674,0.11688077060274729
mean_MFCC_11th_coef,2.4511809961774724,0.11796283716163847
Ea2,2.4330963207988554,0.11932443442769138
tqwt_kurtosisValue_dec_12,2.4282095638417696,0.11969534341061813
tqwt_medianValue_dec_22,2.417309145101598,0.12052731242378756
det_LT_entropy_shannon_6_coef,2.3470639126629513,0.12604541057919588
det_entropy_shannon_10_coef,2.3182959596534687,0.1283859937568744
Ed2_10_coef,2.2765133917994858,0.13187235619967397
det_TKEO_std_9_coef,2.256108409449758,0.13361334356469287
tqwt_minValue_dec_19,2.241852951968392,0.1348449173590343
det_entropy_shannon_9_coef,2.2395018597446934,0.13504925540463122
det_TKEO_mean_10_coef,2.226772519407533,0.1361616354253903
tqwt_energy_dec_3,2.2163636816996473,0.13707887733437407
tqwt_energy_dec_18,2.2041125570770235,0.13816736544224165
det_LT_TKEO_mean_10_coef,2.188732096274565,0.13954766630985618
tqwt_meanValue_dec_22,2.1835252153189706,0.1400184599207232
std_MFCC_2nd_coef,2.1778058638798763,0.14053765080894895
tqwt_kurtosisValue_dec_14,2.1641955560950574,0.14178190507106067
det_TKEO_std_5_coef,2.1590558867470753,0.1422549975953161
tqwt_meanValue_dec_9,2.1451120003314395,0.14354748209246718
det_TKEO_std_10_coef,2.14156070158712,0.14387877103185695
tqwt_skewnessValue_dec_10,2.1241510518735622,0.1455153957050026
det_LT_TKEO_std_10_coef,2.119775938942763,0.1459299845628454
tqwt_medianValue_dec_12,2.109711710888767,0.14688875513601818
det_entropy_shannon_5_coef,2.1038312082687143,0.14745225789322805
tqwt_skewnessValue_dec_9,2.089803609368721,0.1488063643956867
tqwt_skewnessValue_dec_33,2.0357558053697784,0.15415708598190586
tqwt_TKEO_mean_dec_21,2.0235691732909293,0.15539353966005448
tqwt_skewnessValue_dec_35,2.0036109874216064,0.1574429497106273
tqwt_entropy_shannon_dec_31,1.9889856652175069,0.15896431110851666
tqwt_meanValue_dec_10,1.978769297196015,0.16003699100978788
tqwt_meanValue_dec_23,1.9740984322571857,0.1605301647055532
det_TKEO_std_4_coef,1.959851286595242,0.16204520845373585
tqwt_medianValue_dec_33,1.9485857182172823,0.163254769815421
tqwt_kurtosisValue_dec_3,1.88570003400775,0.17019979471930508
tqwt_medianValue_dec_29,1.8797731712862273,0.17087167012570695
tqwt_skewnessValue_dec_31,1.876522008917683,0.17124152144590304
det_TKEO_mean_3_coef,1.8754273388478246,0.17136625812103085
det_LT_TKEO_mean_9_coef,1.8662852772489353,0.17241208367952315
det_LT_TKEO_std_5_coef,1.856675840104319,0.17351931187644082
det_LT_entropy_shannon_10_coef,1.843444404956643,0.17505732478378488
tqwt_maxValue_dec_19,1.8323471350739868,0.17635940797137567
det_entropy_shannon_3_coef,1.8280932925092561,0.17686149126161238
det_TKEO_mean_4_coef,1.8155265902529725,0.1783544282740941
Ed2_7_coef,1.8013014976788684,0.18006201759900886
tqwt_TKEO_std_dec_29,1.7632408357794043,0.18472488859409086
tqwt_meanValue_dec_25,1.729613450083576,0.18896181865190156
tqwt_medianValue_dec_5,1.72815129569333,0.189148599824979
det_LT_TKEO_std_9_coef,1.6825512371774485,0.1950835190140024
det_TKEO_std_3_coef,1.6731623472709376,0.1963324193788012
tqwt_meanValue_dec_19,1.6537972287271332,0.19893812359384414
det_TKEO_std_2_coef,1.6033782380917398,0.20591568930421136
tqwt_maxValue_dec_31,1.5841353460146432,0.20865472431577847
tqwt_skewnessValue_dec_32,1.5798054155977823,0.20927698367090194
Ed_2_coef,1.5793724925049268,0.20933932050339657
tqwt_minValue_dec_31,1.5753801852123315,0.2099152145288984
Ed_8_coef,1.5741892346236046,0.21008737419814114
det_TKEO_mean_5_coef,1.5493496190556704,0.21371663374130612
Ed2_5_coef,1.530229933224117,0.21656106999115216
tqwt_medianValue_dec_32,1.5180811336289792,0.2183919224176245
Ed_7_coef,1.4961839919185866,0.22173884103817085
Ed_1_coef,1.4822761750083657,0.22389654120460065
det_entropy_log_7_coef,1.4769436676259726,0.22473052081930522
det_entropy_shannon_4_coef,1.4762580879142815,0.2248380128825815
tqwt_kurtosisValue_dec_32,1.474000376819978,0.22519243655810783
tqwt_entropy_log_dec_31,1.4649114076309142,0.22662606974786603
mean_11th_delta_delta,1.4579030381881233,0.22773902803686577
det_LT_TKEO_mean_7_coef,1.4372691181797257,0.23105424943118974
tqwt_stdValue_dec_2,1.4289293873510875,0.2324107008174852
tqwt_meanValue_dec_13,1.4250451877989192,0.23304574964198219
tqwt_TKEO_std_dec_20,1.406933838457262,0.2360347669267847
tqwt_maxValue_dec_25,1.4031181209739214,0.23667041276639383
tqwt_energy_dec_2,1.3871639112074763,0.23935079545361818
tqwt_entropy_shannon_dec_32,1.3845231480879363,0.2397980101525687
mean_8th_delta_delta,1.3840730126164509,0.23987434228665885
tqwt_energy_dec_1,1.377609630674688,0.2409736463012724
det_TKEO_mean_2_coef,1.3757385102687802,0.2412930351077275
tqwt_medianValue_dec_35,1.3733295533618106,0.24170498961723574
tqwt_skewnessValue_dec_36,1.3675896075667413,0.24269003754467974
tqwt_energy_dec_24,1.3651123764348807,0.24311667522391708
tqwt_kurtosisValue_dec_9,1.3465744916515408,0.24633860312786462
tqwt_TKEO_std_dec_19,1.3344320979824962,0.24847733484409426
Ed_5_coef,1.3277302437505747,0.24966753930866148
tqwt_medianValue_dec_17,1.2870108112285947,0.2570518253791418
Ed2_9_coef,1.2869256923142915,0.2570675414601127
det_LT_TKEO_std_4_coef,1.2760711718502646,0.2590814661956275
tqwt_skewnessValue_dec_17,1.273372016247968,0.25958529220359333
tqwt_meanValue_dec_17,1.2727613091774994,0.25969945557080876
det_TKEO_std_1_coef,1.2460651239294949,0.26475144481032237
tqwt_minValue_dec_25,1.2441618774655552,0.2651162637381245
mean_MFCC_1st_coef,1.2404135374849805,0.26583658836581325
det_entropy_shannon_2_coef,1.2332062308847869,0.2672285001565747
det_TKEO_mean_1_coef,1.201894613256251,0.273382428125034
tqwt_minValue_dec_22,1.18139607975128,0.2775076885690138
tqwt_stdValue_dec_25,1.1692279999212698,0.2799936097518722
det_LT_TKEO_std_7_coef,1.1690401201666445,0.280032213334161
tqwt_TKEO_std_dec_25,1.1617485314403364,0.28153562711471464
tqwt_stdValue_dec_3,1.1612858078011294,0.2816313778651482
tqwt_kurtosisValue_dec_2,1.131486946519781,0.28788558769229167
Ed2_8_coef,1.1293086972480173,0.2883496552254058
tqwt_medianValue_dec_6,1.1279561276658343,0.2886382947663642
det_entropy_shannon_8_coef,1.1268118354182466,0.2888827754308964
tqwt_maxValue_dec_22,1.1167276080062751,0.2910487606190223
tqwt_meanValue_dec_2,1.1157471544788495,0.2912604563888158
det_TKEO_mean_7_coef,1.1012304370514134,0.2944180298841306
Ed_4_coef,1.0979965366710005,0.29512741075014143
det_entropy_shannon_7_coef,1.0959559134535308,0.29557616596417513
tqwt_meanValue_dec_12,1.0921205958710574,0.2964219675497573
tqwt_TKEO_mean_dec_29,1.0897256659923666,0.29695169839897084
det_LT_TKEO_mean_4_coef,1.089040630826331,0.2971034440674793
tqwt_TKEO_mean_dec_22,1.0861914403135913,0.29773565398616864
tqwt_skewnessValue_dec_7,1.0662266116254853,0.30221465525990543
tqwt_meanValue_dec_15,1.0583620664820088,0.30400290429165444
tqwt_medianValue_dec_28,1.0495087483933283,0.30603241464760556
tqwt_entropy_shannon_dec_30,1.0457113498109667,0.30690830623986876
tqwt_entropy_log_dec_1,1.0357236041837277,0.30922764318172535
tqwt_medianValue_dec_13,1.0307913596357048,0.31038141784834944
mean_5th_delta_delta,1.0298734383315418,0.31059676145261134
det_TKEO_std_8_coef,1.0188663969372143,0.3131942595641732
tqwt_skewnessValue_dec_21,1.0104413723179921,0.3152016586013863
tqwt_skewnessValue_dec_34,0.9926326363468246,0.3195007437845161
tqwt_skewnessValue_dec_13,0.9765568832773325,0.3234480116221034
tqwt_entropy_shannon_dec_4,0.9696523138661126,0.325163154041933
det_entropy_log_8_coef,0.962396146589202,0.3269786460526433
mean_9th_delta_delta,0.948742230909876,0.33043152640382584
tqwt_TKEO_std_dec_18,0.9402167337960659,0.3326121659225419
tqwt_entropy_shannon_dec_21,0.9367639185726433,0.33350078931986543
b2,0.9344426436591827,0.3340999824189145
det_entropy_shannon_1_coef,0.9078430127479795,0.34107041864716464
tqwt_medianValue_dec_15,0.896111621470805,0.34420691449536284
det_TKEO_mean_8_coef,0.8515007251957426,0.35649843351195454
Ed_9_coef,0.8429239479607714,0.35893015454488775
det_LT_entropy_shannon_9_coef,0.8344775944532375,0.36134728557725637
tqwt_kurtosisValue_dec_11,0.8319787239730071,0.3620667058519922
det_TKEO_std_7_coef,0.8217702337448941,0.36502639538917825
Ed2_4_coef,0.8186976733974063,0.36592377259361253
det_LT_TKEO_mean_5_coef,0.8072271835648888,0.3693011073511484
tqwt_TKEO_mean_dec_2,0.8051486934785849,0.36991773658913846
tqwt_meanValue_dec_24,0.804181858831922,0.3702050590012044
det_LT_TKEO_std_8_coef,0.7888203051011812,0.37481238640671016
mean_3rd_delta,0.7738224047315921,0.37938874399192296
tqwt_medianValue_dec_34,0.7592483951920548,0.38391176872253086
tqwt_medianValue_dec_7,0.7591965400834249,0.38392799815276485
tqwt_medianValue_dec_30,0.7028630067392068,0.4021566534686335
tqwt_medianValue_dec_21,0.6882162466642722,0.4071011432425654
det_LT_TKEO_mean_8_coef,0.6411930970980513,0.42359551683192764
tqwt_skewnessValue_dec_1,0.6262976862417148,0.42902881765675654
VFER_NSR_TKEO,0.6243103334277511,0.42976167716515595
tqwt_TKEO_mean_dec_1,0.599421189156056,0.4391034092486908
det_entropy_log_10_coef,0.5911509222668297,0.4422764403323673
tqwt_meanValue_dec_8,0.5859655340062471,0.4442839782534644
tqwt_entropy_shannon_dec_33,0.5747089826696724,0.4486908944156289
mean_12th_delta,0.5434211030805824,0.46130604086730814
tqwt_skewnessValue_dec_4,0.5427472545934987,0.46158387526285155
tqwt_skewnessValue_dec_25,0.5424581080983382,0.4617031748395831
tqwt_meanValue_dec_29,0.5241968684404047,0.4693386123165113
tqwt_entropy_shannon_dec_29,0.49656723943856607,0.4812853194652946
tqwt_meanValue_dec_1,0.4883457605557161,0.48493648155179275
mean_1st_delta_delta,0.487992474139928,0.485094400175954
tqwt_skewnessValue_dec_2,0.47827684918986735,0.4894709314582535
det_TKEO_std_6_coef,0.47127711702533714,0.49266498967402295
tqwt_TKEO_mean_dec_30,0.4617633365139322,0.4970626566391137
tqwt_kurtosisValue_dec_31,0.4610277770711287,0.4974054177596531
tqwt_skewnessValue_dec_19,0.4549707944045091,0.5002431785584504
det_LT_entropy_shannon_8_coef,0.446543505606274,0.5042375245766804
mean_7th_delta,0.44327066120223024,0.5058035031551835
mean_10th_delta,0.4386646164443231,0.5080215829005968
det_LT_entropy_shannon_7_coef,0.42433122215721714,0.5150327209434777
tqwt_medianValue_dec_1,0.39246226655982785,0.5312458309863904
Ed_6_coef,0.37083484035716435,0.5427796674081806
mean_6th_delta,0.36932249742778733,0.5436033548710348
tqwt_entropy_shannon_dec_25,0.3592368428747732,0.5491562502165825
tqwt_meanValue_dec_32,0.34869267190276027,0.5550760843060416
tqwt_kurtosisValue_dec_10,0.34609992547741936,0.5565502217851669
tqwt_medianValue_dec_4,0.3450449994821053,0.5571521415969313
tqwt_medianValue_dec_27,0.3423126809858269,0.5587169230988017
tqwt_medianValue_dec_8,0.3369920259961529,0.5617882425224666
tqwt_minValue_dec_21,0.3308241971868488,0.5653894353120724
tqwt_minValue_dec_30,0.3293958941312606,0.5662297436630697
tqwt_TKEO_std_dec_30,0.32817199639997074,0.5669517245657658
tqwt_TKEO_std_dec_36,0.3274869775674875,0.5673566002672761
tqwt_entropy_shannon_dec_2,0.32170134193654076,0.570798772454051
mean_9th_delta,0.32095779879253217,0.5712441077084154
f4,0.318531479537369,0.5727020757200044
mean_5th_delta,0.3121168433631388,0.5765921875459186
tqwt_maxValue_dec_30,0.31179150875299744,0.57679087900439
det_entropy_log_9_coef,0.3079066380318268,0.5791740547409189
tqwt_energy_dec_30,0.2920535262416565,0.5891077862080684
mean_7th_delta_delta,0.28727982923370393,0.5921672808273383
tqwt_TKEO_mean_dec_20,0.28444980771977574,0.5939965480551015
tqwt_entropy_log_dec_30,0.27480591337415705,0.600319267475402
mean_11th_delta,0.2588106836371676,0.6111251107493362
tqwt_meanValue_dec_27,0.2519613723165849,0.6158812279173188
tqwt_TKEO_mean_dec_3,0.24519339860199416,0.6206610604081609
tqwt_entropy_shannon_dec_28,0.2440168058655264,0.6215003857041527
det_TKEO_mean_6_coef,0.24113002788888985,0.6235703950930702
tqwt_medianValue_dec_14,0.23398712376460182,0.628759261770033
tqwt_entropy_shannon_dec_26,0.22477611318136945,0.6355968046990453
tqwt_maxValue_dec_21,0.22056128683013093,0.6387829222929304
tqwt_medianValue_dec_3,0.21550713473111105,0.642652897324467
IMF_SNR_TKEO,0.21230067852874746,0.645136780957373
mean_delta_delta_log_energy,0.1911070682243773,0.6621538399350543
tqwt_skewnessValue_dec_16,0.1904541342521614,0.6626956435818998
tqwt_meanValue_dec_28,0.18960537249118917,0.6634016004358859
tqwt_meanValue_dec_20,0.18853355965641633,0.6642957710714017
tqwt_stdValue_dec_30,0.18851613633267034,0.6643103315879237
mean_10th_delta_delta,0.1768346595388273,0.674258030126056
tqwt_kurtosisValue_dec_1,0.1694273643492399,0.6807679785152742
det_entropy_shannon_6_coef,0.16250855094828592,0.6870007450373685
tqwt_TKEO_std_dec_22,0.15733252145645557,0.6917651693939028
tqwt_medianValue_dec_24,0.15636220726069838,0.692668387364051
tqwt_TKEO_mean_dec_25,0.15264152105288925,0.6961621482762799
det_LT_entropy_shannon_5_coef,0.1409032814049794,0.7075171138865374
tqwt_energy_dec_19,0.13275658127863976,0.7157190261320978
tqwt_skewnessValue_dec_8,0.11768863523559195,0.7316749587831506
tqwt_medianValue_dec_18,0.11600108796497502,0.7335317852894597
tqwt_skewnessValue_dec_20,0.11106617206235428,0.7390497942696803
tqwt_meanValue_dec_4,0.1068506188880735,0.7438723613304749
VFER_SNR_SEO,0.10435355606782167,0.7467788152421178
f3,0.10327858722024541,0.7480418509299208
tqwt_medianValue_dec_19,0.10323121493568445,0.7480976775726238
tqwt_medianValue_dec_20,0.09149498872084301,0.7623897765513743
mean_12th_delta_delta,0.08973353818004026,0.7646197471826555
tqwt_meanValue_dec_14,0.0871873353630828,0.7678857783030928
mean_MFCC_10th_coef,0.08148937720131862,0.7753874609045569
tqwt_stdValue_dec_1,0.07930303206909248,0.778341085277717
tqwt_skewnessValue_dec_30,0.07793884083112801,0.78020634907968
tqwt_medianValue_dec_26,0.07717172006066142,0.7812629744091173
GNE_std,0.07195005531530078,0.7886104181283173
tqwt_skewnessValue_dec_12,0.0709026747289565,0.790118319015707
tqwt_TKEO_std_dec_3,0.06792747118934767,0.794467904124652
mean_delta_delta_0th,0.059114963966361955,0.8079832431453046
mean_8th_delta,0.05859854730698031,0.8088074407761866
tqwt_entropy_shannon_dec_1,0.05677680389400045,0.811746052523324
tqwt_energy_dec_23,0.05030408476959865,0.8226112123088415
mean_4th_delta,0.047615008336624735,0.8273406281609605
tqwt_skewnessValue_dec_23,0.04517568954506425,0.8317533694859963
tqwt_skewnessValue_dec_15,0.041992997301647315,0.8377025033176332
mean_3rd_delta_delta,0.041447219967086966,0.8387460224473883
tqwt_entropy_shannon_dec_3,0.03771399161744595,0.8460841964318011
tqwt_meanValue_dec_3,0.034979158126705635,0.8517024570375482
mean_2nd_delta_delta,0.03475772498723621,0.8521671566989665
tqwt_skewnessValue_dec_14,0.03237697039810215,0.8572634498885474
tqwt_minValue_dec_20,0.03093277784664651,0.8604496867159884
det_LT_TKEO_mean_6_coef,0.030466613162057066,0.8614944734874664
tqwt_meanValue_dec_35,0.029317331685943384,0.8641060178336326
tqwt_entropy_shannon_dec_24,0.027705062831994448,0.8678600856678531
tqwt_skewnessValue_dec_18,0.026811668101033314,0.8699887586543364
tqwt_medianValue_dec_11,0.024854051406212337,0.8747842313474524
tqwt_skewnessValue_dec_22,0.02221184698452858,0.8815749093976313
tqwt_energy_dec_4,0.02118445115323884,0.8843263953359597
tqwt_maxValue_dec_20,0.02045321670325383,0.8863264719805758
tqwt_stdValue_dec_21,0.020332430452740947,0.8866603387342258
mean_6th_delta_delta,0.020077005205258874,0.8873697113391221
tqwt_TKEO_std_dec_4,0.01916624764357151,0.8899373063651443
tqwt_medianValue_dec_16,0.012482034452979693,0.9110803239759283
tqwt_meanValue_dec_31,0.012192420750426442,0.912113713000668
tqwt_skewnessValue_dec_3,0.009195299445394208,0.9236382149812885
det_LT_TKEO_std_6_coef,0.0047766910901687705,0.9449221762055624
tqwt_meanValue_dec_21,0.00448751533367566,0.9466128029546381
tqwt_skewnessValue_dec_5,0.00395391196236676,0.949882856412421
tqwt_skewnessValue_dec_26,0.0036390322399615198,0.9519173292407918
Ed2_6_coef,0.002475275640889385,0.9603364341303243
tqwt_meanValue_dec_30,0.0018394885246945162,0.9658040560611084
tqwt_meanValue_dec_18,0.0017899239238595341,0.9662676238841437
tqwt_medianValue_dec_23,0.001629617171652454,0.9678127358726727
mean_4th_delta_delta,0.0013851666805764636,0.9703236827223175
tqwt_meanValue_dec_6,0.0012334178168367375,0.971995675814399
tqwt_TKEO_mean_dec_4,0.0010803492251941138,0.9737902326285439
tqwt_meanValue_dec_26,0.0003998324291953013,0.9840533513285994
